% Model:              HG36,0_completo_setoresRad_F7_,30mm_ext_FontesCruz01_Sfv_Shv_Teste3_topo.mph
% Version:            COMS,OL 5.5.0.292,
% Date:               Dec,"14 2024, 11:24",
% Dimension:          2,,
% Nodes:              1108,,
% Expressions:        1,,
% Description:        Surf,ace,
% surf9x,surf9y,Color
859.99999999997,3766.66666666667,-56.830778579611
805.963369897645,3786.09512777438,-27.0562884148976
751.92673979532,3805.52358888209,2.71820174981578
697.890109692994,3824.9520499898,32.4926919145292
859.999999999979,3844.44444444445,-39.5157814711232
805.963369897654,3863.87290555215,-9.74129130640977
751.926739795328,3883.30136665986,20.0331988583036
859.999999999987,3922.22222222222,-22.2007843626353
805.963369897662,3941.65068332993,7.57370580207807
859.999999999996,4000,-4.88578725414748
678.587484135504,3642.23411779801,-4.44697398983542
739.058322756993,3683.71163408757,-21.9082421864273
799.529161378482,3725.18915037712,-39.3695103830191
739.058322756993,3605.93385630979,-3.19387039148052
799.529161378482,3647.41137259934,-20.6551385880724
859.99999999997,3688.88888888889,-38.1164067846642
799.529161378482,3569.63359482156,-1.94076679312563
859.99999999997,3611.11111111111,-19.4020349897175
859.99999999997,3533.33333333333,-0.687663194770731
691.455901173831,3764.04607259253,20.1794699464076
745.492531276156,3744.61761148483,-9.59502021830575
685.021692654668,3703.14009519527,7.86624797828611
689.915685876251,-41.364002537497,-0.000907327601047365
746.610457250824,-16.4648905805536,0.000889759716438478
803.305228625397,8.43422137638987,0.00268684703392432
859.99999999997,33.3333333333333,0.00448393435141017
746.61045725083,-94.2426683583313,0.000478073888631982
803.305228625403,-69.3435564013879,0.00227516120611783
859.999999999976,-44.4444444444445,0.00407224852360367
803.30522862541,-147.121334179166,0.00186347537831133
859.999999999983,-122.222222222222,0.00366056269579717
859.999999999989,-200,0.00324887686799068
665.422851311035,-94.2426683583313,-0.000746990497452361
722.117622685614,-147.121334179166,0.000638410992226986
778.812394060193,-200,0.00202381248190633
640.930016745818,-147.121334179166,-0.000586653393857356
697.624788120397,-200,0.000798748095821991
616.437182180601,-200,-0.000426316290262352
622.416883344357,4000,170.177457339448
701.611255562903,4000,111.823042474916
780.805627781449,4000,53.4686276103842
647.574625460569,3941.65068332993,124.282535531142
726.768997679116,3941.65068332993,65.9281206666098
672.732367576782,3883.30136665986,78.3876137228354
793.543381335422,68.8407518025634,0.00279692625369072
727.086762670873,104.348170271793,0.00110991815597127
660.630144006325,139.855588741024,-0.000577089941748179
859.99999999997,111.111111111111,0.00487704120284884
793.543381335422,146.618529580341,0.00319003310512939
727.086762670873,182.125948049571,0.00150302500740994
859.99999999997,188.888888888889,0.00527014805428752
793.543381335422,224.396307358119,0.00358313995656807
859.99999999997,266.666666666667,0.00566325490572619
680.153838586276,19.0425278886765,-0.00079724838128097
670.3919912963,79.4490583148501,-0.000687169161514575
736.848609960849,43.94163984562,0.000999838936204874
859.99999999997,500,0.00483804330432861
859.99999999997,422.222222222222,0.0051131138381278
859.99999999997,344.444444444444,0.005388184371927
784.470624275306,463.492748705343,0.00300184218732059
784.470624275306,385.714970927566,0.00327691272111979
784.470624275306,307.937193149788,0.00355198325491898
708.941248550641,426.985497410687,0.00116564107031258
708.941248550641,349.207719632909,0.00144071160411177
633.411872825977,390.47824611603,-0.000670560046695442
651.557386946209,223.396474532693,-0.000608246643397267
642.484629886093,306.937360324361,-0.000639403345046354
718.014005610757,265.66683384124,0.00147186830576086
626.639424946833,3813.98059379083,75.2018341906948
555.388740200672,3803.00913759186,117.91097646686
484.13805545451,3792.0376813929,160.620118743026
601.481682830621,3872.3299104609,121.096755999001
530.230998084459,3861.35845426193,163.805898275167
576.323940714408,3930.67922713097,166.991677807307
620.20521642767,3753.07461639357,62.8886122225733
613.771007908506,3692.16863899631,50.5753902544518
548.954531681508,3742.1031601946,105.597754498739
859.99999999997,2833.33333333333,0.00928835960882475
786.863877970255,2862.17687338316,0.010570395619729
713.727755940539,2891.02041343299,0.0118524316306333
640.591633910824,2919.86395348282,0.0131344676415375
859.99999999997,2911.11111111111,0.100671571553061
786.863877970255,2939.95465116094,0.101953607563966
713.727755940539,2968.79819121077,0.10323564357487
859.99999999997,2988.88888888889,0.192054783497298
786.863877970255,3017.73242893872,0.193336819508202
859.99999999997,3066.66666666667,0.283437995441535
859.99999999997,2600,0.0786696732642657
786.747737811689,2638.10193872291,-0.0428454868447724
713.495475623408,2676.20387744583,-0.164360646953811
640.243213435128,2714.30581616874,-0.285875807062849
859.99999999997,2677.77777777778,0.0555425687124521
786.747737811689,2715.87971650069,-0.0659725913965861
713.495475623408,2753.98165522361,-0.187487751505624
859.99999999997,2755.55555555556,0.0324154641606384
786.747737811689,2793.65749427847,-0.0890996959483997
640.475493752259,2851.34457437813,-0.0865356239265912
713.611615781974,2822.5010343283,-0.0878176599374955
640.359353593693,2782.82519527343,-0.18620571549472
859.99999999997,2366.66666666667,0.0292733597384589
788.579595876853,2399.37407471186,0.0334138099506476
717.159191753735,2432.08148275705,0.0375542601628362
645.738787630618,2464.78889080224,0.0416947103750248
859.99999999997,2444.44444444445,0.0457387975803945
788.579595876853,2477.15185248963,0.0498792477925832
717.159191753735,2509.85926053482,0.0540196980047718
859.99999999997,2522.22222222222,0.0622042354223301
788.579595876853,2554.92963026741,0.0663446856345188
642.075071500291,2631.13350771324,-0.176685634583558
715.327333688572,2593.03156899033,-0.0551704744745194
643.906929565454,2547.96119925774,-0.0674954621042664
859.99999999997,2133.33333333333,-0.00306321137215172
783.532498934962,2169.38983106291,0.0021076580141526
707.064997869954,2205.44632879248,0.00727852740045692
630.597496804946,2241.50282652206,0.0124493967867612
859.99999999997,2211.11111111111,0.00771564566471849
783.532498934962,2247.16760884069,0.0128865150510228
707.064997869954,2283.22410657026,0.0180573844373271
859.99999999997,2288.88888888889,0.0184945027015887
783.532498934962,2324.94538661846,0.023665372087893
640.691690688727,2390.36020270884,0.0319462725122703
712.112094811845,2357.65279466365,0.0278058223000817
635.644593746837,2315.93151461545,0.0221978346495158
859.99999999997,3300,4.2587764099378
790.179887290134,3334.52374014413,0.311599945310731
720.359774580297,3369.04748028826,-3.63557651931634
650.53966187046,3403.57122043239,-7.58275298394341
859.99999999997,3377.77777777778,2.60996320836829
790.179887290134,3412.30151792191,-1.33721325625878
720.359774580297,3446.82525806604,-5.28438972088585
859.99999999997,3455.55555555556,0.96115000679878
790.179887290134,3490.07929569969,-2.98602645782829
669.238210047156,3562.67981867614,-5.49223365453808
729.709048668645,3526.37955718791,-4.23913005618319
659.888935958808,3483.12551955427,-6.53749331924075
784.186666798126,3103.75595514246,0.197902657681063
708.373333596282,3140.84524361825,0.112367319920591
632.560000394438,3177.93453209403,0.0268319821601188
859.99999999997,3144.44444444445,1.60855080027362
784.186666798126,3181.53373292023,1.52301546251315
708.373333596282,3218.62302139602,1.43748012475268
859.99999999997,3222.22222222222,2.93366360510571
784.186666798126,3259.31151069801,2.84812826734524
644.546441378453,3328.35899098627,-5.0462246619089
714.366554088289,3293.83525084214,-1.09904819728183
638.553220886445,3253.14676154015,-2.50969633987439
635.237211566567,3091.9110058903,0.0222661439872584
711.050544768411,3054.82171741451,0.10780148174773
637.914422738695,3005.88747968656,0.0177003058143979
474.058770771345,3566.47042128436,30.8359440551624
542.235008559398,3591.72498678891,19.0749713734964
610.411246347451,3616.97955229346,7.31399869183051
532.88573447105,3512.17068766704,18.0297117087938
601.061972259103,3537.42525317159,6.26873902712785
591.712698170755,3457.87095404972,5.22347936242518
477.4185323324,3641.65950798721,74.0973356177836
480.778293893455,3716.84859469005,117.358727180405
545.594770120453,3666.91407349176,62.3363629361177
615.053826028935,-31.9179002223094,-0.00059755307302301
590.560991463718,-84.7965660431437,-0.000437215969428005
566.068156898502,-137.675231863978,-0.000276878865833001
540.191966181619,-22.4717979071218,-0.000287778544998655
515.699131616402,-75.3504637279562,-0.00012744144140365
465.330106334303,-13.0256955919343,2.19959830257008E-05
605.29197873896,28.4886302038641,-0.000487473853256615
530.430118891644,37.9347325190517,-0.000177699325232259
595.530131448984,88.8951606300377,-0.000377394633490219
418.729418397118,-75.3504637279562,2.87060722659655E-05
469.098443679217,-137.675231863978,-0.000120731352163385
519.467468961317,-200,-0.000270168776592736
372.128730459933,-137.675231863978,3.54161615062302E-05
422.497755742032,-200,-0.000114021262923121
325.528042522747,-200,4.21262507464949E-05
859.99999999997,733.333333333333,0.00457006226638168
859.99999999997,655.555555555555,0.00465938927903066
859.99999999997,577.777777777778,0.00474871629167963
785.650935238754,702.807991699567,0.00290640662861825
785.650935238754,625.030213921789,0.00299573364126722
785.650935238754,547.252436144011,0.0030850606539162
711.301870477537,672.2826500658,0.00124275099085482
711.301870477537,594.504872288022,0.00133207800350379
636.952805716321,641.757308432033,-0.000420904646908619
634.592183789425,474.237933554698,-0.000587341580099834
635.772494752873,557.997620993366,-0.000504123113504226
710.121559514089,510.745184849355,0.00124885953690818
457.182175295643,531.951029206343,-0.000367535827625018
517.105718769202,568.553122281574,-0.000385325434052885
577.029262242761,605.155215356803,-0.000403115040480752
515.925407805754,484.793434842906,-0.000468543900648493
575.848951279313,521.395527918136,-0.00048633350707636
574.668640315865,437.635840479468,-0.000569551973671967
785.889911573188,771.107846778779,0.0029116777206123
711.779823146406,808.882360224224,0.00125329317484293
637.669734719623,846.65687366967,-0.000405091370926451
859.99999999997,811.111111111111,0.00469797526445838
785.889911573188,848.885624556556,0.00303959071868901
711.779823146406,886.660138002002,0.00138120617291963
859.99999999997,888.888888888889,0.00482588826253509
785.889911573188,926.663402334334,0.00316750371676571
859.99999999997,966.666666666667,0.00495380126061179
637.191782050755,710.057163511245,-0.000415633554914563
637.430758385189,778.357018590458,-0.000410362462920507
711.540846811972,740.582505145012,0.00124802208284887
789.163964874128,998.8186380882,0.00331838303969327
718.327929748287,1030.97060950973,0.00168296481877475
647.491894622445,1063.12258093127,4.75465978562351E-05
859.99999999997,1044.44444444444,0.00506314780310847
789.163964874128,1076.59641586598,0.00342772958218995
718.327929748287,1108.74838728751,0.00179231136127144
859.99999999997,1122.22222222222,0.00517249434560516
789.163964874128,1154.37419364376,0.00353707612468664
859.99999999997,1200,0.00528184088810184
644.217841321504,990.967345177401,-0.000103332725071327
715.053876447346,958.815373755868,0.00153208549584719
640.943788020564,918.812109423535,-0.000254212047998889
435.295050213774,3861.35845426193,145.338392229503
