% Model:              HG36,0_completo_setoresRadiado,r_F7_30mm_ext_EspFontesCruz01_Seg_Sig_Teste3.mph
% Version:            COMS,OL 5.5.0.292,
% Date:               Dec,"14 2024, 11:39",
% Dimension:          2,,
% Nodes:              1108,,
% Expressions:        1,,
% Description:        Surf,ace,
% surf3x,surf3y,Color
860.000000000112,3766.66666666667,-0.11479328200694
805.963369897787,3786.09512777438,-0.0924391854050602
751.926739795462,3805.52358888209,-0.0700850888031808
697.890109693137,3824.95204998979,-0.0477309922013014
860.000000000121,3844.44444444444,-0.0315104651190672
805.963369897796,3863.87290555215,-0.00915636851718775
751.92673979547,3883.30136665986,0.0131977280846917
860.00000000013,3922.22222222222,0.0517723517688053
805.963369897804,3941.65068332993,0.0741264483706847
860.000000000138,4000,0.135055168656678
678.587484135646,3642.23411779801,0.0150766155481626
739.058322757135,3683.71163408756,-0.0282133503035381
799.529161378624,3725.18915037712,-0.0715033161552389
739.058322757135,3605.93385630979,-0.0703690869833632
799.529161378624,3647.41137259934,-0.113659052835064
860.000000000112,3688.88888888889,-0.156949018686765
799.529161378624,3569.63359482156,-0.155814789514889
860.000000000112,3611.11111111111,-0.19910475536659
860.000000000112,3533.33333333333,-0.241260492046415
691.455901173973,3764.04607259253,-0.0267951229514801
745.492531276299,3744.61761148483,-0.0491492195533595
685.02169265481,3703.14009519527,-0.00585925370165871
689.915685876393,-41.364002537497,0.211594509177338
746.610457250967,-16.4648905805536,-0.133581198737234
803.30522862554,8.43422137638986,-0.478756906651807
860.000000000113,33.3333333333333,-0.82393261456638
746.610457250973,-94.2426683583313,0.0340822834527444
803.305228625546,-69.3435564013879,-0.311093424461828
860.000000000119,-44.4444444444445,-0.656269132376401
803.305228625552,-147.121334179166,-0.14342994227185
860.000000000125,-122.222222222222,-0.488605650186422
860.000000000131,-200,-0.320942167996444
665.422851311177,-94.2426683583313,0.18112104148054
722.117622685756,-147.121334179166,0.00360881575594627
778.812394060335,-200,-0.173903409968648
640.93001674596,-147.121334179166,0.150647573783742
697.624788120539,-200,-0.0268646519408518
616.437182180743,-200,0.120174106086944
622.416883344499,4000,0.0196663400609244
701.611255563045,4000,0.0581292829261755
780.805627781592,4000,0.0965922257914266
647.574625460711,3941.65068332993,-0.00279943735981756
726.768997679258,3941.65068332993,0.0356635055054336
672.732367576924,3883.30136665986,-0.0252652147805595
860.000000000113,500,-1.05028768730714
860.000000000113,422.222222222222,-1.10690229834689
860.000000000113,344.444444444444,-1.16351690938664
860.000000000113,266.666666666667,-1.22013152042638
784.470624275448,463.492748705343,-0.630026914920762
784.470624275448,385.714970927566,-0.686641525960509
784.470624275448,307.937193149788,-0.743256137000256
